F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
10521.3,4614.84,0.43861,113.045,1465542.493,186.526,4205.6,113,32.5759,19.567
6402.89,2658.45,0.41519,73.8198,938805.2902,117.148,2998.22,61,38.1974,13.751
7024.71,2546.23,0.36246,75.9979,961442.8837,122.99,3175.63,58,38.3884,11.289
7571.49,2514.59,0.33211,75.1242,1050421.494,98.5228,3794.54,34,35.9987,2.191
6872.33,1630.9,0.23731,58.4933,973254.2293,77.4915,2882.3,51,37.9739,16.23
6131.28,2042.89,0.33319,56.8379,849788.6167,90.7457,2362.63,17,40.3494,7.811
9010.99,2706.16,0.30031,72.8944,1228238.888,108.814,4004.82,29,38.0946,14.5
13286.3,5188.21,0.39049,96.7491,1842580.116,198.313,10018.27,87,34.6537,17.317
13448.4,3405.33,0.25321,163.251,1841060.587,212.239,4855.6,112,27.821,2.616
9337.83,3488.01,0.37353,100.745,1335832.321,128.116,3517.08,54,35.9366,12.312
7749.69,1993.28,0.2572,84.1667,1081853.946,126.577,3118.33,5,37.555,0.702
5917.43,1590.47,0.26877,58.906,747922.0521,88.56,3101.37,16,39.425,2.179
7141.21,2154.11,0.30164,60.9079,1009510.279,109.044,3365.54,38,37.4547,14.415
11157.9,2786.95,0.24977,114.122,1586761.821,154.469,4339.21,68,32.9141,4.333
7077.64,2312.82,0.32677,87.2543,977289.1429,105.783,3046.17,24,38.0812,2.224
6299.91,1350.02,0.21429,58.1531,854338.9915,75.1716,2526.49,37,41.3942,7.332
5912.38,1339.35,0.22653,51.1412,840251.4205,84.1905,2287.04,9,37.921,9.489
9753.32,2795.94,0.28666,119.171,1367744.776,156.947,4145.09,42,33.986,3.038
6210.46,1598.29,0.25735,59.0569,848164.3377,79.4575,3099.58,33,39.3444,13.118
8178.05,2867.35,0.35061,83.6135,1109916.743,110.749,3903.37,22,34.3475,9.847
10980.4,3091.97,0.28158,94.5639,1537698.202,120.941,4355.76,136,29.5517,14.842
15661.3,5225.39,0.33364,220.223,2176146.801,240.455,5345.21,221,24.5627,1.699
9927.32,3626.35,0.36528,96.3556,1409452.573,136.375,3836.57,93,35.1193,15.317
23294.2,7577.27,0.32528,299.914,3235315.204,397.5,6411.54,111,17.5298,5.291
6400.72,2543.99,0.39745,55.52,891755.1929,86.6062,2942.05,39,39.7733,13.421
6322.22,1376.46,0.21771,69.9899,888984.0619,75.0918,2781.78,82,39.575,7.877
11827.2,4032.05,0.34091,119.258,1702007.177,165.192,4391.6,159,31.7223,4.21
17660.5,4932.23,0.27928,231.232,2476201.186,285.148,5720.18,201,21.9818,2.011
4178,1270.68,0.30413,36.5624,590829.2738,53.5103,1842.5,18,43.5096,12.302
13683.2,5554.75,0.40595,126.042,1982287.188,192.107,5139.78,144,28.7979,20.316
12759.8,4376.42,0.34298,148.493,1802121.056,198.411,4956.07,170,28.6917,2.019
6270.31,1247.98,0.19903,58.0527,858467.9015,86.1392,2781.17,17,40.2493,1.18
3994.25,1252.37,0.31354,35.3672,545525.7809,50.4388,1401.02,17,44.4045,1.567
11934.1,2538.38,0.21269,151.703,1681742.307,167.321,4701.61,141,29.6913,2.202
12390,4269.6,0.3446,182.855,1638592.491,233.282,4957.75,74,27.8574,5.033
14509.9,3542.12,0.24411,201.585,2033918.674,253.918,4948.29,128,26.8349,3.094
7733.38,2019.07,0.26108,80.4819,1104298.832,113.108,3959.13,98,35.3736,2.684
5228.62,1878.1,0.35919,48.9863,732959.6865,70.9363,2019.86,14,42.3082,6.877
7734.6,3329.31,0.43044,68.9565,1087904.64,108.074,3537.92,97,36.6634,17.33
10216.1,3704.42,0.3626,92.9416,1417065.864,135.776,3453.36,57,36.9359,14.957
14166.8,6574.64,0.46408,160.259,1966465.458,232.267,5573.85,141,25.8111,20.055
5336.13,1719.09,0.32216,53.7835,735487.1309,85.1041,2417.18,84,41.242,13.395
12090,2838.46,0.23477,152.843,1690723.584,193.41,4167.69,60,31.354,1.901
7455.79,2238.01,0.30017,54.739,1078438.923,112.252,2508.75,90,40.5939,8.762
4190.77,941.36,0.22462,42.412,561166.2092,58.3827,2520.35,17,42.6891,10.277
8193.02,2871.37,0.35046,62.7244,1158896.511,112.966,4516.75,60,36.6465,17.348
7836.86,2081.28,0.26557,91.9625,1099746.595,92.7288,4101.92,40,34.9526,1.47
8653.69,2770.22,0.32012,69.452,1238149.339,109.837,3582.26,40,37.1386,15.375
13319.4,3749.53,0.2815,167.154,1865363.432,226.884,4329.68,65,30.43,1.565
8800.05,2670.51,0.30346,95.2931,1220912.986,130.949,3830.51,18,33.7304,2.88
7828.31,2659.68,0.33975,70.9825,1046815.471,116.767,4440.29,72,33.3119,3.009
6104.82,1590.39,0.26051,50.6562,794158.1671,100.84,3556.17,20,40.1135,1.907
12403.9,4445.4,0.35838,118.453,1710013.589,207.336,3974.45,146,32.1262,12.425
13924.2,3925.89,0.28194,176.131,1960130.981,235.084,4498.43,19,29.8553,2.879
4356.3,972.68,0.22328,31.5067,614444.1457,46.0956,1985.67,54,44.7666,6.471
22190,5377.33,0.24233,340.373,3045991.755,396.107,6221.79,162,19.8052,1.173
7381.86,2129.15,0.28843,65.9273,1019827.172,108.286,3514.12,22,37.8542,2.191
8656.76,2543.92,0.29386,93.2773,1200064.326,142.6,3272.33,13,36.4142,1.419
13924.9,4259.48,0.30588,151.084,1877818.206,234.421,4579.56,60,30.0047,15.826
6094.06,1288.31,0.2114,57.741,843519.5376,78.3385,2740.12,18,40.7233,1.11
6199.7,2063.04,0.33276,58.5012,867819.9725,90.7106,2717.09,43,40.5528,2.411
6775.54,2192.25,0.32355,65.8399,888122.8445,96.7915,3574.02,67,38.1176,4.223
8381.16,2585.41,0.30847,66.9905,1138262.114,114.819,4063.63,74,37.1022,12.916
5493.96,983.12,0.17894,44.8869,761169.6087,75.4343,2897.88,17,41.5829,5.576
8588.72,1785.61,0.2079,100.03,1206510.186,118.438,3837.56,49,35.2732,2.961
6304.4,1774.57,0.28148,63.4684,891171.6678,91.0925,2707.4,40,37.3239,15.407
7485.37,1829.08,0.24435,66.9145,1031854.738,105.353,3598.41,26,37.333,1.79
9113.65,3171.19,0.34796,96.9846,1245460.115,126.521,3874.65,42,35.2748,3.907
5158.15,1900.99,0.36854,34.5099,732800.8189,66.8442,2733.25,56,42.7271,1.105
8001.27,2295.67,0.28691,87.5531,1074607.541,131.4,3765.94,30,35.7778,5.072
10175.7,3097.61,0.30441,125.74,1361625.609,162.718,4020.43,37,33.5445,1.434
7169.27,2197.65,0.30653,61.154,935258.0387,119.213,2795.98,30,38.7518,3.867
10982.1,3130.48,0.28505,98.8226,1494986.071,139.778,6344.45,37,30.4838,14.664
8169.14,2402.08,0.29404,76.5395,1111499.483,109.968,3701.8,33,37.2136,12.155
7635.91,2302.43,0.30152,66.7105,1060607.001,105.284,3138.23,31,37.4383,10.696
6943.29,3077.73,0.44326,45.9783,1014959.555,107.398,3445.62,34,42.48,14.053
21894.2,7843.24,0.35823,216.284,3105460.682,339.693,6037.06,288,21.6162,15.858
7714.34,2082.73,0.26998,88.2652,1082917.259,102.531,3797.85,42,35.0961,2.273
7173.98,2021.2,0.28174,72.2232,973685.6239,94.2373,3382.84,77,36.9287,3.196
10371.2,3580.34,0.34521,98.551,1422654.49,144.435,3962.85,12,34.1778,2.937
14778.3,6197.24,0.41934,112.551,2070033.771,228.424,5110.14,96,28.6123,19.516
11868.5,3490.65,0.29411,134.825,1661125.53,171.968,4204.89,43,32.1668,3.256
14842.5,5259.68,0.35436,108.821,2149147.015,204.767,5020.19,113,28.9569,19.539
10748.5,2889.67,0.26884,110.378,1501579.914,156.989,4414.66,70,33.4067,3.406
11516.4,4104.32,0.35638,171.324,1595770.859,210.364,4915.33,86,28.5855,3.298
7690.14,1763.32,0.22929,86.5902,1027769.441,118.14,3809.76,49,35.5015,4.968
12829.6,4358.82,0.33974,129.217,1859582.406,173.803,5065.72,49,30.9536,16.616
6106.72,2140.55,0.35052,63.2771,866351.2765,84.3183,2262.27,76,41.0013,14.205
16040.1,4360.61,0.27185,185.901,2138867.045,249.415,5280.11,133,25.2257,16.996
13790.9,4346.83,0.31519,150.742,1918950.739,214.15,5092.19,66,27.2884,3.516
6608.57,2309.16,0.34941,81.3712,891775.8602,90.5222,3155.2,59,39.1439,1.712
6302.62,1242.56,0.19714,63.0516,888767.4797,73.7857,3139.1,20,39.0043,1.76
5889.93,1829.09,0.31054,55.0079,803348.8906,79.2908,3164.11,13,39.4549,7.344
8996.03,2358.12,0.26212,97.6955,1271564.892,134.496,3797.24,51,35.1275,3.234
11770.7,3520.67,0.2991,105.146,1609092.767,170.727,6758.97,121,35.9326,1.754
8345.53,3159.82,0.37862,67.3645,1197455.65,115.035,3674.37,66,39.4637,17.239
7848.03,2706.28,0.34483,57.7746,1133945.271,110.558,4253.2,14,36.8071,13.829
14784.6,4140.83,0.28007,180.15,2057506.122,222.611,5635.54,139,22.7265,0.795
7681.08,2642.15,0.34398,78.8021,1061017.593,96.1376,3788.67,28,36.0174,2.934
8073.77,3182.1,0.39412,93.0273,1123393.861,121.134,3204.77,30,37.5194,16.743
3990.44,892.96,0.22377,32.7476,572653.2291,38.286,1141.86,38,45.093,17.157
11361.3,2556.46,0.22501,152.106,1561361.418,181.392,4158.63,67,31.8618,1.923
8251.69,2791.65,0.33831,77.5449,1107227.733,113.012,3615.37,22,35.8514,11.5
11590.3,3933.8,0.3394,93.3499,1612710.246,165.624,6674.82,121,32.2438,16.08
13884.3,2980.99,0.2147,174.462,1982702.446,223.802,4782.13,76,27.601,3.089
7459.33,2657.25,0.35623,55.9542,1077664.494,90.1594,3338.79,18,38.9149,14.583
8185.46,2288.3,0.27955,84.9976,1131699.149,113.06,3106.87,21,37.6554,0.956
8789.04,1696.56,0.19303,77.1128,1256372.846,101.697,3858.78,14,35.3514,0.983
12365.7,3871.16,0.31305,153.025,1718398.702,189.538,4849.24,91,28.6112,4.078
5003.37,1660.02,0.33178,45.8316,699790.1572,69.0844,2114.45,28,42.3915,1.775
15177.4,5858.14,0.38597,166.367,2120536.284,254.788,5366.77,83,28.5535,3.756
16328.4,5403.69,0.33093,196.773,2208699.615,267.233,5371.93,192,24.9712,3.464
7540.43,2246.04,0.29786,51.2382,1022907.75,104.557,3808.26,30,36.6547,12.175
6246.69,1394.88,0.22329,57.6035,823185.0807,84.8253,3021.57,41,38.9622,4.852
5821.91,1420.83,0.24404,55.1167,808710.2711,75.0869,3310.22,60,39.0882,1.711
22082.3,4773.46,0.21616,315.664,3030917.432,388.658,6221.08,154,19.7117,0.939
4626.72,829.89,0.17936,42.5668,629043.7326,61.9495,2628.86,13,43.0195,1.87
9095.24,3672.88,0.40382,88.0222,1270024.271,131.884,3913.12,85,34.456,11.834
7873.19,2298.03,0.29188,92.977,1069330.635,109.728,3454.7,17,39.3187,17.081
12418.7,4423.79,0.35622,152.117,1741117.293,173.051,5173.01,40,27.4083,4.48
8033.35,1490.63,0.18555,74.2917,1128086.539,105.497,3764.73,13,34.3299,1.816
18450.9,5149.57,0.27909,200.178,2551140.599,283.71,6214.28,238,20.4152,9.741
4750.15,955.62,0.20117,34.5214,641505.1837,56.8135,2142.15,15,42.6785,12.132
5953.08,2018.87,0.33913,42.6576,838949.3909,76.8862,2682.96,39,41.6802,13.492
13240.6,4243.77,0.32051,152.579,1831085.139,200.143,5081.5,80,27.3539,3.658
5148.97,1604.59,0.31163,37.8677,706374.6271,70.8243,1493.97,12,43.9016,10.506
4502.41,1245.6,0.27665,36.0553,624706.6108,55.6671,1845.25,15,43.5644,12.697
9437.83,2578.42,0.2732,80.8367,1285492.197,129.287,3861.59,30,35.3358,1.961
4950.33,940.47,0.18998,44.6635,675131.4082,66.7997,2821.91,13,43.8765,2.368
12119.3,3220.73,0.26575,149.623,1734031.712,170.154,4687.75,26,28.9057,1.819
13244.3,2887.33,0.218,191.412,1844241.709,235.884,4849.96,134,26.7429,3.468
8204.3,2837.17,0.34581,83.889,1138354.813,121.532,3842.22,30,34.9349,4.832
7591.76,1877.5,0.2473,78.0016,1021845.967,128.701,3420.81,42,36.8445,1.881
9792.35,2219.28,0.22663,128.795,1354973.07,152.165,4611.12,68,30.3087,1.719
4152.01,1243.27,0.29943,36.1306,565412.1603,50.9861,1401.25,17,44.3015,1.67
7224.76,2254.46,0.31204,54.3502,999915.7789,106.633,2983.97,51,40.5642,4.605
8718.59,1952.83,0.22398,80.4134,1259391.6,109.236,3926.94,9,34.917,1.329
4828.34,1454.63,0.30126,46.7259,621954.8454,72.5571,2253.26,28,42.6376,7.585
8587.39,2261.7,0.26337,90.6331,1158398.717,115.556,3764.51,43,35.0067,2.094
6691.22,3065.72,0.45817,67.8513,903063.7971,111.536,3036.41,60,39.1451,11.421
6974.44,1927.63,0.27638,73.1369,939348.2212,96.2215,2890.6,113,38.7913,2.32
7431.03,2159.31,0.29058,58.0018,1015141.499,98.2383,2670.37,23,39.9698,3.357
3820.29,1014.67,0.2656,33.6537,542329.3397,46.7376,1769.12,11,44.4546,2.206
6839.68,2896.54,0.42349,65.9772,921213.046,114.353,3603.06,63,37.3399,14.411
20496.3,6328.75,0.30877,265.836,2854454.962,318.556,5522.57,90,22.7318,3.393
7528.09,2735.42,0.36336,76.3966,1012006.679,124.796,3350.13,64,37.3109,9.397
5905.89,866.52,0.14672,48.8248,834137.8803,74.3089,2687.2,1,42.0976,0.804
12698.5,5393.4,0.42472,125.297,1741293.825,208.36,5038.52,98,24.524,8.674
8979.03,2671.4,0.29751,78.9333,1246990.969,113.617,4007.59,19,35.6204,8.365
10064.2,3283.59,0.32626,120.768,1367466.622,173.144,3876.7,16,32.8302,2.815
5584.07,1414.49,0.2533,43.3166,781019.5972,69.9183,2140.71,5,42.4908,14.124
8659.39,2149.58,0.24823,86.7103,1190766.719,137.758,3278.77,7,36.5156,1.519
9478.24,2461.55,0.2597,106.802,1347667.062,149.842,3885.47,43,33.6211,2.221
6902.25,2467.07,0.35742,61.7654,932263.211,97.2129,3290.18,35,38.4982,7.337
10771.8,3106.85,0.28842,99.9803,1499186.692,144.719,4544.98,79,31.5047,5.94
17165.1,5906.99,0.34412,163.183,2483990.367,250.032,8228.3,153,23.0193,9.785
10758.9,3298.69,0.3066,131.054,1495507.004,158.872,4686.46,73,30.1619,7.161
10648,3082.21,0.28946,128.603,1524479.543,172.028,4386.91,43,31.7843,2.624
8395.49,2336.89,0.27835,87.9076,1119262.576,132.051,3865.5,23,35.6016,5.51
7026.75,2662.68,0.37893,66.8202,999347.0473,104.77,3600.48,65,38.4598,12.07
3816,1215.49,0.31852,35.3669,518671.3876,50.189,1393.56,16,43.9805,2.021
8100.23,2811.85,0.34713,58.7504,1064195.464,150.523,5336.13,27,34.2113,17.842
12805.8,4485.52,0.35027,142.156,1787664.979,206.256,5105.71,61,30.3243,13.768
21633,6082.36,0.28116,298.772,2939988.518,319.893,6629.88,289,18.6928,1.478
4148.21,1286.13,0.31004,37.0636,560859.8517,51.7455,1402.72,32,44.4159,11.527
5720.32,1450.85,0.25363,62.3944,715473.5134,88.3321,3102.02,16,39.4408,2.389
7115.13,3055.4,0.42942,59.7366,970337.7283,116.325,3232.6,68,38.8133,14.942
9081.38,2206.04,0.24291,109.069,1235471.465,139.546,4005.34,55,34.2127,3.057
5643.11,2104.11,0.37286,48.872,799510.0749,79.6691,2299.94,20,42.2721,2.087
5763.31,1625.73,0.28208,51.0669,745480.857,70.8842,2440.18,16,43.844,9.965
8310.5,3763.58,0.45287,67.4463,1172630.836,127.032,4032.74,55,35.6014,14.399
7884.17,3163.93,0.4013,81.2264,1086747.921,116.299,3365.88,23,38.5774,14.855
7262.69,1714.48,0.23606,56.4973,951066.2461,93.3504,3009.97,47,39.1265,4.54
14160.9,3847.45,0.27169,181.953,1990340.569,235.389,4922.73,88,26.9287,5.253
7315.66,2723.12,0.37223,66.6373,934858.9626,115.941,3024.82,73,38.2873,15.748
13002,4452.72,0.34246,154.139,1810388.017,173.049,5067.92,35,27.2396,6.562
23304.3,6821.72,0.29272,299.153,3244158.084,383.268,6307.98,101,17.4159,3.313
6104.82,1590.39,0.26051,50.6562,794158.1671,100.84,3556.17,20,39.7268,1.897
6458.15,1575.05,0.24388,59.8599,910054.5385,86.4615,2978.73,98,38.661,2.954
13903.1,3879.59,0.27904,148.917,2004859.675,207.714,4588.51,45,29.1859,3.357
4323.96,641.17,0.14828,41.1776,598977.4262,58.7528,2355.31,31,40.1177,11.074
3775.79,1176.86,0.31168,33.9678,514195.1758,48.5693,1339.44,24,44.6292,11.205
7715.48,2788.02,0.36135,83.0101,1059965.551,117.625,3866.12,55,36.0542,14.586
5988.49,1743.58,0.29115,56.1665,811300.5059,83.1527,2933.73,36,40.3114,7.546
6104.74,1370.29,0.22446,57.3402,835746.8569,83.2496,2737.97,17,40.1183,1.134
5377.78,1921.25,0.35725,51.4224,759483.6143,74.8541,2221.92,25,42.6716,3.172
16328.2,5918.65,0.36248,139.639,2304522.72,241.434,6639.52,60,24.7768,8.345
8013.38,2377.52,0.29669,78.8666,1061054.305,113.375,3916.39,53,35.9601,14.715
7934.03,1769.08,0.22297,82.4007,1114003.012,101.174,3879.01,38,35.4539,2.21
4233.96,1062.15,0.25086,34.6403,601056.2537,54.6425,1745.66,41,44.7318,11.305
6274.45,1870.51,0.29811,84.0685,867633.5508,88.9094,3449.91,41,36.5642,13.933
12310.9,2640.93,0.21451,151.495,1726438.794,174.293,4712.17,143,30.1165,2.048
7926.37,2465.46,0.31104,68.3763,1069872.189,110.159,3875.02,70,36.7682,17.101
8727.09,2587.55,0.29649,84.0105,1242347.821,129.29,3745.3,5,35.9427,1.713
7104.56,1774.28,0.24973,54.9405,929774.1044,92.8232,3109.78,51,37.6809,17.139
11173.3,4541.99,0.4065,95.25,1591604.474,165.624,4012.64,89,36.032,19.636
14407.9,3232.55,0.22435,145.512,1981005.872,178.714,4667.68,36,29.1739,14.785
10145,3105.58,0.30611,117.354,1436872.845,168.461,4251.41,62,33.2302,3.815
13770.8,3650.95,0.26512,167.719,1898928.124,230.42,4777.48,35,28.5995,3.222
4664.44,1470.65,0.31528,38.9739,652189.2255,63.4124,2484.9,40,42.3016,8.918
7608.15,2005.57,0.2636,78.1853,1013037.718,99.8844,3393.39,28,37.4369,13.407
14435,4083.82,0.28291,135.146,2037193.792,218.147,4999.74,58,28.5614,4.692
8524.44,2336.47,0.27409,92.7966,1188613.044,112.965,3712.16,26,46.5464,17.078
5145.4,1726.49,0.33554,39.9096,693527.4789,93.4999,3125.29,64,34.7226,17.514
10774.7,3104.89,0.28816,115.711,1466270.399,185.502,3925.32,93,32.9767,8.896
10836.3,2606.95,0.24057,112.172,1532381.174,148.996,4346.86,61,33.0375,4.481
13721.7,4249.26,0.30967,144.905,1923606.326,161.89,4786.32,124,32.9103,18.188
13981.5,3066.14,0.21929,168.455,1979569.19,222.535,4799.26,91,27.8132,3.804
12875.9,3486.36,0.27076,169.801,1789608.195,191.775,4723.1,102,29.1215,2.868
14515.8,3199.93,0.22044,196.678,2014016.688,258.106,4958.79,136,26.7068,3.106
5559.05,1381.41,0.24849,43.312,799537.6593,66.0241,2517.76,13,41.5784,3.718
13416.9,4228.54,0.31516,153.467,1903799.412,195.109,5833.04,69,25.0715,1.735
11095.4,3725.87,0.3358,131.329,1543257.143,183.307,4135.51,50,31.1703,2.046
3806.25,1244.35,0.32692,24.6048,518551.8763,41.7969,1431,4,45.1283,3.418
6693.05,2406.63,0.35957,81.538,911766.8273,95.8337,3288.88,60,38.1446,1.498
20199.6,7308.88,0.36183,187.6,2856064.968,339.504,8335.12,110,23.7526,14.067
9889.02,3100.08,0.31348,94.7955,1404683.564,136.517,4115.67,109,33.4199,4.617
6780.19,1497.17,0.22081,54.1657,941117.2869,80.2363,2833.12,20,40.2462,10.251
10844.7,3798.87,0.35029,88.7653,1519020.843,162.825,3347,27,35.1844,16.408
13489.5,4220.92,0.3129,148.096,1929782.696,219.289,5303.34,75,28.575,1.488
10940.4,2677.04,0.24469,106.623,1567757.826,131.343,4472.83,111,31.6176,16.529
7114.32,2776.04,0.3902,67.5216,1036964.14,91.7263,3219,33,38.8478,1.38
20223.5,6108.6,0.30205,178.315,2851702.347,257.636,6101.79,204,21.863,16.059
5929.35,765.63,0.12912,48.4729,839527.8315,70.6526,2708.84,1,42.1736,0.753
7004.63,1616.59,0.23078,65.3004,979082.0991,85.8654,3601.22,46,37.7871,2.363
4408.95,1052.11,0.23863,40.9786,590325.6367,62.9867,2556.39,25,43.5811,10.971
8895.72,1999.17,0.22473,100.728,1212882.86,141.841,4012.04,43,34.2013,1.932
13349.9,3439.8,0.25766,167.672,1878051.126,204.21,4942.25,205,28.1712,2.253
11992.3,3195.16,0.26643,113.868,1725109.57,160.971,4290.89,145,34.2054,15.258
7038.01,2447.93,0.34781,81.7663,964773.0278,95.5438,3274.26,56,38.4168,1.479
5818.21,2600.44,0.44694,58.6799,790221.0957,93.7318,2766.6,68,40.6147,17.784
7279.7,2486.7,0.34159,73.9267,970451.0192,123.991,3536.04,59,36.9385,14.352
9423.41,2367.81,0.25126,94.8465,1312030.65,98.9418,3926.23,48,36.0324,15.179
10993.7,3577.02,0.32536,134.132,1472423.431,171.806,4091.77,38,33.2545,2.733
10400.1,3725.11,0.35818,95.8322,1480880.557,158.895,4188.84,86,37.0073,11.958
8562.63,2265.82,0.26461,92.7318,1190743.104,116.637,3202.65,83,36.269,14.44
9898.65,2475.49,0.25008,109.899,1370351.488,136.237,3608.59,11,46.5464,1.454
16693.3,5034.34,0.30157,204.343,2198005.752,262.159,6300.32,259,21.4571,2.669
10235.6,3276.27,0.32008,107.523,1437776.287,159.408,3848.9,40,33.384,3.063
16578.2,4457.57,0.26888,227.789,2345182.401,274.649,5563.96,108,22.054,2.893
7228.49,1927.89,0.2667,67.1268,1016916.301,88.1749,3511.58,14,39.0532,2.743
11737.4,4801.83,0.4091,116.58,1677193.573,201.657,4619.33,134,32.6435,18.614
10952.2,3602.76,0.32895,111.706,1543060.586,167.761,4487.85,80,33.5977,3.308
3985.5,1226.45,0.30772,33.7764,546193.4041,48.6493,1385.55,17,44.3799,1.336
7114.4,2366.36,0.33261,79.1389,986938.7317,97.811,3718.24,34,36.0644,2.022
9947.16,3544.07,0.35628,95.2014,1395645.173,155.519,4967.57,122,34.2548,8.648
8537.78,2662.19,0.31181,95.8373,1184376.731,126.863,3857.08,18,33.9816,2.921
6215.46,1452.08,0.23362,57.0963,858300.8932,77.205,2776.79,19,40.7544,1.819
6990.85,2291.64,0.3278,65.0122,946714.3693,98.4675,3099.66,20,40.1714,1.478
8003.18,2001.83,0.25012,99.9188,1087531.873,115.326,3364.18,117,36.3135,1.61
19348.7,7102.8,0.36709,237.035,2622988.236,319.685,6138.12,121,22.9623,1.911
8079.54,2263.46,0.28014,65.1513,1133643.168,106.531,3400.54,14,38.5159,16.328
14370.8,4515.43,0.3142,188.246,2021394.846,243.653,4448.16,52,29.309,2.393
14237,3259.18,0.22892,158.412,2033684.556,238.812,4806.05,105,28.2983,4.267
6870.46,1630.44,0.23731,57.7651,957522.9462,83.8928,2880.91,29,39.9654,16.401
6780.22,1958.01,0.28878,63.511,933110.6917,88.9269,2926.9,53,39.8862,1.896
13656.7,3701.28,0.27102,179.519,1850197.77,225.057,5074.02,85,26.5558,9.376
11882.4,2271.82,0.19119,145.818,1640633.561,154.317,3759.18,107,33.9365,19.664
8626.77,2499.35,0.28972,79.7709,1209676.815,105.143,4172.64,53,34.1433,1.929
7173.29,1189.63,0.16584,61.4226,993232.5809,70.9025,2970.36,25,40.2637,15.088
4979.38,1601.25,0.32157,57.3249,674402.8352,69.655,2715.13,41,40.8207,11.413
12792.5,3571.37,0.27917,110.578,1859817.299,143.921,4624.51,77,31.0285,17.727
4177.9,1117.33,0.26743,44.3289,575316.5692,50.1272,2378.11,57,42.6207,5.145
11119.2,3361.17,0.30228,97.9458,1508559.452,143.619,4697.84,59,38.4432,17.747
4595.71,1201.22,0.26137,37.5684,637759.7195,55.3083,2456.86,46,41.7672,12.435
10338.5,3245.82,0.31395,117.828,1475224.753,134.192,4201.43,50,34.3083,1.856
8527.37,2458.33,0.28828,86.8786,1166485.822,124.263,3288.57,88,38.4425,1.634
5811.16,1063.51,0.18301,51.5351,802537.6267,66.8505,3025.04,22,39.713,3.648
6696.13,1609.39,0.24034,67.8227,957087.7161,67.1823,3350.57,39,33.0055,11.168
4770.9,2192.04,0.45946,38.9423,663726.6221,63.2728,1462.93,43,44.06,10.03
7153.71,2393.53,0.33458,79.0283,984247.2425,99.7867,3742.53,35,36.214,1.788
11486.9,3999.56,0.34818,94.5815,1604301.57,134.615,4990.43,41,35.2272,14.323
7794.58,1948.17,0.24993,68.1856,1093105.528,87.4266,3927.05,31,38.114,6.157
9192.87,3221.53,0.35043,102.011,1271310.429,133.702,3649.3,18,35.2753,2.583
5695.27,1188.35,0.20865,49.2365,767423.6007,69.7564,2416.96,22,41.8676,5.218
7633.41,1991.83,0.26093,94.0227,1060301.593,126.21,3221.02,4,36.8412,0.501
13488.6,4361.27,0.32333,165.345,1856192.901,196.292,5078.58,140,27.2875,12.605
11358,3798.72,0.33445,86.1944,1620383.65,138.761,5466.05,53,31.0558,14.043
6849.02,1629.34,0.23789,54.1313,901648.8661,88.9369,3448.31,44,38.8016,6.284
11052.2,4721.68,0.42721,102.186,1439698.911,198.665,4619.74,114,33.5839,19.995
19622.5,7555.55,0.38504,184.178,2680548.32,332.321,10428.16,210,28.2303,10.736
5622.88,1855.46,0.32998,56.9716,797239.9282,78.1354,2554.07,61,41.6412,7.959
12212.5,3551.57,0.29081,149.003,1704990.22,224.238,4244.7,84,31.142,1.625
10457.8,3480.01,0.33276,75.3944,1489775.136,132.349,3978.18,43,37.812,20.415
7133.84,4042.01,0.56659,94.928,897809.731,143.582,2227.56,86,41.1123,14.765
11363.1,3585.33,0.31552,96.3441,1584417.545,156.105,5081,106,27.3118,13.712
4409.64,961.55,0.21805,41.6394,609560.7808,53.6795,2304.32,47,41.7684,9.592
8433.18,2227.99,0.26419,97.3052,1161011.624,90.7316,3929.34,35,37.0146,20.629
16788.7,5483.99,0.32664,184.34,2335620.234,279.795,5604.02,98,23.6274,7.301
6349.96,867.28,0.13658,48.6055,898187.6793,75.4155,2711.53,1,46.5464,0.669
8949.67,2444.35,0.27312,56.7026,1244806.655,114.636,3083.44,34,40.3532,15.824
5448.27,2182.69,0.40062,53.3141,732654.6767,97.0756,2568.58,56,40.6987,15.982
8890.17,3375.19,0.37965,75.0815,1218759.774,140.594,4561.9,49,35.6788,17.802
3992.38,1068.44,0.26761,34.2672,566134.3071,47.6794,1912.88,7,43.1399,2.259
8826.47,2126.25,0.24089,92.4333,1250731.103,127.582,4089.33,161,33.2256,1.399
14170.5,3520.75,0.24845,186.407,1937925.808,214.666,4581.39,179,28.9962,1.697
20732.9,5246.04,0.25302,286.732,2819745.684,306.155,6556.94,284,18.7163,1.591
6364.27,2673.28,0.42004,52.0459,881092.0543,108.223,2848.16,82,39.5929,15.436
12492.4,3734.06,0.2989,154.698,1734014.225,221.046,4591.89,84,29.7887,4.169
6093.17,1106.63,0.18161,56.0258,857770.4747,78.9246,2949.79,9,40.8255,11.817
10909.3,3062.56,0.28072,141.8,1496698.454,173.312,4273.83,56,31.7271,2.339
13621.4,4734.52,0.34757,166.166,1883817.246,203.714,4685.34,85,29.1669,7.665
15100.4,5011.71,0.33189,145.113,2089933.351,226.921,4025.51,83,32.0779,19.343
13439.3,4391.23,0.32674,157.174,1878267.227,174.898,5188.65,44,27.6896,5.697
10464.3,3126.45,0.29877,134.876,1406558.857,155.66,4043.35,39,34.0243,2.586
9413.08,4075.91,0.433,95.0306,1331663.863,150.287,3604.44,16,34.0833,4.265
